映射编号,问题编号,指标编号,指标名称,本指标观察含义,本问题机制,支持证据组合,反向证据组合,替代解释,本问题边界,共享证据组,来源编号
MAP0066,K3,A030,农民工总量,劳动力跨地域和非农配置规模。,广泛需求改善应逐步传导至劳动需求、居民收入及价格，但存在时滞和行业差异。,就业数量或工时、实际收入与服务价格等多个环节同向改善。,工业产出回升但工资、就业和居民消费未改善。,劳动供给变化、产业替代、成本冲击和调查样本变化。,就业人口与城镇调查失业率的统计范围不同，不能直接相减求失业人数。,EG-A_S03,A_S03
MAP0067,K3,A035,制造业PMI从业人员指数,企业用工景气。,广泛需求改善应逐步传导至劳动需求、居民收入及价格，但存在时滞和行业差异。,就业数量或工时、实际收入与服务价格等多个环节同向改善。,工业产出回升但工资、就业和居民消费未改善。,劳动供给变化、产业替代、成本冲击和调查样本变化。,就业人口与城镇调查失业率的统计范围不同，不能直接相减求失业人数。,EG-A_S06,A_S06
MAP0068,K3,A039,非制造业商务活动指数,服务和建筑总体活动广度。,广泛需求改善应逐步传导至劳动需求、居民收入及价格，但存在时滞和行业差异。,就业数量或工时、实际收入与服务价格等多个环节同向改善。,工业产出回升但工资、就业和居民消费未改善。,劳动供给变化、产业替代、成本冲击和调查样本变化。,就业人口与城镇调查失业率的统计范围不同，不能直接相减求失业人数。,EG-A_S06,A_S06
MAP0069,K3,A059,居民消费价格指数CPI及涨跌幅,居民消费价格与实际购买力的总体价格证据。,广泛需求改善应逐步传导至劳动需求、居民收入及价格，但存在时滞和行业差异。,就业数量或工时、实际收入与服务价格等多个环节同向改善。,工业产出回升但工资、就业和居民消费未改善。,劳动供给变化、产业替代、成本冲击和调查样本变化。,就业人口与城镇调查失业率的统计范围不同，不能直接相减求失业人数。,EG-A_S25,A_S25
MAP0070,K3,A060,核心CPI（不包括食品和能源）及涨跌幅,辅助识别食品和能源直接波动之外的价格走势。,广泛需求改善应逐步传导至劳动需求、居民收入及价格，但存在时滞和行业差异。,就业数量或工时、实际收入与服务价格等多个环节同向改善。,工业产出回升但工资、就业和居民消费未改善。,劳动供给变化、产业替代、成本冲击和调查样本变化。,就业人口与城镇调查失业率的统计范围不同，不能直接相减求失业人数。,EG-A_S25,A_S25
MAP0071,K3,A061,服务CPI及涨跌幅,服务消费价格变化，与住户服务支出量价分离配套。,广泛需求改善应逐步传导至劳动需求、居民收入及价格，但存在时滞和行业差异。,就业数量或工时、实际收入与服务价格等多个环节同向改善。,工业产出回升但工资、就业和居民消费未改善。,劳动供给变化、产业替代、成本冲击和调查样本变化。,就业人口与城镇调查失业率的统计范围不同，不能直接相减求失业人数。,EG-A_S25,A_S25
MAP0072,K3,A062,工业生产者出厂价格指数PPI及涨跌幅,工业销售价格环境，配合产量、收入和盈利分析。,广泛需求改善应逐步传导至劳动需求、居民收入及价格，但存在时滞和行业差异。,就业数量或工时、实际收入与服务价格等多个环节同向改善。,工业产出回升但工资、就业和居民消费未改善。,劳动供给变化、产业替代、成本冲击和调查样本变化。,就业人口与城镇调查失业率的统计范围不同，不能直接相减求失业人数。,EG-A_S26,A_S26
MAP0073,K3,A063,工业生产者购进价格指数及涨跌幅,工业中间投入成本的价格变化。,广泛需求改善应逐步传导至劳动需求、居民收入及价格，但存在时滞和行业差异。,就业数量或工时、实际收入与服务价格等多个环节同向改善。,工业产出回升但工资、就业和居民消费未改善。,劳动供给变化、产业替代、成本冲击和调查样本变化。,就业人口与城镇调查失业率的统计范围不同，不能直接相减求失业人数。,EG-A_S26,A_S26
MAP0074,K3,C034,居民人均可支配收入中位数,与平均值对照识别收入分布偏斜。,广泛需求改善应逐步传导至劳动需求、居民收入及价格，但存在时滞和行业差异。,就业数量或工时、实际收入与服务价格等多个环节同向改善。,工业产出回升但工资、就业和居民消费未改善。,劳动供给变化、产业替代、成本冲击和调查样本变化。,就业人口与城镇调查失业率的统计范围不同，不能直接相减求失业人数。,EG-住户调查,C_S04
MAP0075,K3,C039,居民人均工资性收入,拆分居民可支配收入来源及城乡差别。,广泛需求改善应逐步传导至劳动需求、居民收入及价格，但存在时滞和行业差异。,就业数量或工时、实际收入与服务价格等多个环节同向改善。,工业产出回升但工资、就业和居民消费未改善。,劳动供给变化、产业替代、成本冲击和调查样本变化。,就业人口与城镇调查失业率的统计范围不同，不能直接相减求失业人数。,EG-住户调查,C_S04
MAP0076,K3,C040,居民人均经营净收入,拆分居民可支配收入来源及城乡差别。,广泛需求改善应逐步传导至劳动需求、居民收入及价格，但存在时滞和行业差异。,就业数量或工时、实际收入与服务价格等多个环节同向改善。,工业产出回升但工资、就业和居民消费未改善。,劳动供给变化、产业替代、成本冲击和调查样本变化。,就业人口与城镇调查失业率的统计范围不同，不能直接相减求失业人数。,EG-住户调查,C_S04
MAP0077,K3,C041,居民人均财产净收入,拆分居民可支配收入来源及城乡差别。,广泛需求改善应逐步传导至劳动需求、居民收入及价格，但存在时滞和行业差异。,就业数量或工时、实际收入与服务价格等多个环节同向改善。,工业产出回升但工资、就业和居民消费未改善。,劳动供给变化、产业替代、成本冲击和调查样本变化。,就业人口与城镇调查失业率的统计范围不同，不能直接相减求失业人数。,EG-住户调查,C_S04
MAP0078,K3,C042,居民人均转移净收入,拆分居民可支配收入来源及城乡差别。,广泛需求改善应逐步传导至劳动需求、居民收入及价格，但存在时滞和行业差异。,就业数量或工时、实际收入与服务价格等多个环节同向改善。,工业产出回升但工资、就业和居民消费未改善。,劳动供给变化、产业替代、成本冲击和调查样本变化。,就业人口与城镇调查失业率的统计范围不同，不能直接相减求失业人数。,EG-住户调查,C_S04
MAP0079,K4,A016,居民人均消费支出,需求端住户消费水平。,财政资金形成采购、转移或项目活动后，可能带动收入和私人支出；观察传导次序。,支出执行后，相关订单、居民消费或民间投资持续改善。,债券发行增加而支出执行、项目活动或私人投资没有接续。,共同政策冲击、项目周期、债务置换、财政存款变化。,发债不等于当期新增财政需求，时间上的先后不单独证明带动效应。,EG-住户调查,A_S04
MAP0080,K4,B015,固定资产投资（不含农户）,观察投资建设投入,财政资金形成采购、转移或项目活动后，可能带动收入和私人支出；观察传导次序。,支出执行后，相关订单、居民消费或民间投资持续改善。,债券发行增加而支出执行、项目活动或私人投资没有接续。,共同政策冲击、项目周期、债务置换、财政存款变化。,发债不等于当期新增财政需求，时间上的先后不单独证明带动效应。,EG-B_S02,B_S02
MAP0081,K4,B016,设备工器具购置投资增速,设备更新投入信号,财政资金形成采购、转移或项目活动后，可能带动收入和私人支出；观察传导次序。,支出执行后，相关订单、居民消费或民间投资持续改善。,债券发行增加而支出执行、项目活动或私人投资没有接续。,共同政策冲击、项目周期、债务置换、财政存款变化。,发债不等于当期新增财政需求，时间上的先后不单独证明带动效应。,EG-B_S02,B_S02
MAP0082,K4,B023,房地产开发企业本年到位资金,开发资金可得性,财政资金形成采购、转移或项目活动后，可能带动收入和私人支出；观察传导次序。,支出执行后，相关订单、居民消费或民间投资持续改善。,债券发行增加而支出执行、项目活动或私人投资没有接续。,共同政策冲击、项目周期、债务置换、财政存款变化。,发债不等于当期新增财政需求，时间上的先后不单独证明带动效应。,EG-B_S03,B_S03
