记录类型,记录编号,问题编号,指标编号,维度编号,维度/层级,覆盖状态,已核验成员/分类,来源编号,覆盖依据,限制/版本,核验性质
覆盖检查,CV00050,S3,A004,DIM-PREF,地级,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00051,G2,A004,DIM-IND,行业,已覆盖,第一产业；第二产业；第三产业；农林牧渔业；工业；制造业；建筑业；批发和零售业；交通运输仓储和邮政业；住宿和餐饮业；金融业；房地产业；信息传输软件和信息技术服务业；租赁和商务服务业；其他行业,A_S01,表1,,已读原表/定义；仅所列范围
覆盖检查,CV00052,G3,A004,DIM-IND,行业,已覆盖,第一产业；第二产业；第三产业；农林牧渔业；工业；制造业；建筑业；批发和零售业；交通运输仓储和邮政业；住宿和餐饮业；金融业；房地产业；信息传输软件和信息技术服务业；租赁和商务服务业；其他行业,A_S01,表1,,已读原表/定义；仅所列范围
覆盖检查,CV00053,G4,A004,DIM-IND,行业,已覆盖,第一产业；第二产业；第三产业；农林牧渔业；工业；制造业；建筑业；批发和零售业；交通运输仓储和邮政业；住宿和餐饮业；金融业；房地产业；信息传输软件和信息技术服务业；租赁和商务服务业；其他行业,A_S01,表1,,已读原表/定义；仅所列范围
覆盖检查,CV00054,S1,A004,DIM-IND,行业,已覆盖,第一产业；第二产业；第三产业；农林牧渔业；工业；制造业；建筑业；批发和零售业；交通运输仓储和邮政业；住宿和餐饮业；金融业；房地产业；信息传输软件和信息技术服务业；租赁和商务服务业；其他行业,A_S01,表1,,已读原表/定义；仅所列范围
覆盖检查,CV00055,S3,A004,DIM-IND,行业,已覆盖,第一产业；第二产业；第三产业；农林牧渔业；工业；制造业；建筑业；批发和零售业；交通运输仓储和邮政业；住宿和餐饮业；金融业；房地产业；信息传输软件和信息技术服务业；租赁和商务服务业；其他行业,A_S01,表1,,已读原表/定义；仅所列范围
覆盖检查,CV00056,G2,A004,DIM-FIRM,企业类型,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00057,G3,A004,DIM-FIRM,企业类型,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00058,G4,A004,DIM-FIRM,企业类型,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00059,S1,A004,DIM-FIRM,企业类型,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00060,S3,A004,DIM-FIRM,企业类型,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00061,G2,A004,DIM-HH,居民群体,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00062,G3,A004,DIM-HH,居民群体,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00063,G4,A004,DIM-HH,居民群体,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00064,S1,A004,DIM-HH,居民群体,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00065,S3,A004,DIM-HH,居民群体,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00066,G2,A004,DIM-SEC,机构部门,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00067,G3,A004,DIM-SEC,机构部门,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00068,G4,A004,DIM-SEC,机构部门,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00069,S1,A004,DIM-SEC,机构部门,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00070,S3,A004,DIM-SEC,机构部门,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00071,G2,A005,DIM-NAT,全国,已覆盖,全国各常住生产单位,A_S01,本源正文或表格明确全国统计结果。,,已读原表/定义；仅所列范围
覆盖检查,CV00072,G3,A005,DIM-NAT,全国,已覆盖,全国各常住生产单位,A_S01,本源正文或表格明确全国统计结果。,,已读原表/定义；仅所列范围
覆盖检查,CV00073,G4,A005,DIM-NAT,全国,已覆盖,全国各常住生产单位,A_S01,本源正文或表格明确全国统计结果。,,已读原表/定义；仅所列范围
覆盖检查,CV00074,S1,A005,DIM-NAT,全国,已覆盖,全国各常住生产单位,A_S01,本源正文或表格明确全国统计结果。,,已读原表/定义；仅所列范围
覆盖检查,CV00075,S3,A005,DIM-NAT,全国,已覆盖,全国各常住生产单位,A_S01,本源正文或表格明确全国统计结果。,,已读原表/定义；仅所列范围
覆盖检查,CV00076,G2,A005,DIM-PROV,省级,部分覆盖,北京；天津；河北；山西；内蒙古；辽宁；吉林；黑龙江；上海；江苏；浙江；安徽；福建；江西；山东；河南；湖北；湖南；广东；广西；海南；重庆；四川；贵州；云南；西藏；陕西；甘肃；青海；宁夏；新疆,R_REGION_GDP,表3-9三次产业等指数，按实际非空列,年度口径；不表示省级季度及各居民群体交叉全覆盖。空白以原表为准。,已读原表/定义；仅所列范围
覆盖检查,CV00077,G3,A005,DIM-PROV,省级,部分覆盖,北京；天津；河北；山西；内蒙古；辽宁；吉林；黑龙江；上海；江苏；浙江；安徽；福建；江西；山东；河南；湖北；湖南；广东；广西；海南；重庆；四川；贵州；云南；西藏；陕西；甘肃；青海；宁夏；新疆,R_REGION_GDP,表3-9三次产业等指数，按实际非空列,年度口径；不表示省级季度及各居民群体交叉全覆盖。空白以原表为准。,已读原表/定义；仅所列范围
覆盖检查,CV00078,G4,A005,DIM-PROV,省级,部分覆盖,北京；天津；河北；山西；内蒙古；辽宁；吉林；黑龙江；上海；江苏；浙江；安徽；福建；江西；山东；河南；湖北；湖南；广东；广西；海南；重庆；四川；贵州；云南；西藏；陕西；甘肃；青海；宁夏；新疆,R_REGION_GDP,表3-9三次产业等指数，按实际非空列,年度口径；不表示省级季度及各居民群体交叉全覆盖。空白以原表为准。,已读原表/定义；仅所列范围
覆盖检查,CV00079,S1,A005,DIM-PROV,省级,部分覆盖,北京；天津；河北；山西；内蒙古；辽宁；吉林；黑龙江；上海；江苏；浙江；安徽；福建；江西；山东；河南；湖北；湖南；广东；广西；海南；重庆；四川；贵州；云南；西藏；陕西；甘肃；青海；宁夏；新疆,R_REGION_GDP,表3-9三次产业等指数，按实际非空列,年度口径；不表示省级季度及各居民群体交叉全覆盖。空白以原表为准。,已读原表/定义；仅所列范围
覆盖检查,CV00080,S3,A005,DIM-PROV,省级,部分覆盖,北京；天津；河北；山西；内蒙古；辽宁；吉林；黑龙江；上海；江苏；浙江；安徽；福建；江西；山东；河南；湖北；湖南；广东；广西；海南；重庆；四川；贵州；云南；西藏；陕西；甘肃；青海；宁夏；新疆,R_REGION_GDP,表3-9三次产业等指数，按实际非空列,年度口径；不表示省级季度及各居民群体交叉全覆盖。空白以原表为准。,已读原表/定义；仅所列范围
覆盖检查,CV00081,G2,A005,DIM-PREF,地级,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00082,G3,A005,DIM-PREF,地级,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00083,G4,A005,DIM-PREF,地级,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00084,S1,A005,DIM-PREF,地级,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00085,S3,A005,DIM-PREF,地级,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00086,G2,A005,DIM-IND,行业,已覆盖,第一产业；第二产业；第三产业；农林牧渔业；工业；制造业；建筑业；批发和零售业；交通运输仓储和邮政业；住宿和餐饮业；金融业；房地产业；信息传输软件和信息技术服务业；租赁和商务服务业；其他行业,A_S01,表1,,已读原表/定义；仅所列范围
覆盖检查,CV00087,G3,A005,DIM-IND,行业,已覆盖,第一产业；第二产业；第三产业；农林牧渔业；工业；制造业；建筑业；批发和零售业；交通运输仓储和邮政业；住宿和餐饮业；金融业；房地产业；信息传输软件和信息技术服务业；租赁和商务服务业；其他行业,A_S01,表1,,已读原表/定义；仅所列范围
覆盖检查,CV00088,G4,A005,DIM-IND,行业,已覆盖,第一产业；第二产业；第三产业；农林牧渔业；工业；制造业；建筑业；批发和零售业；交通运输仓储和邮政业；住宿和餐饮业；金融业；房地产业；信息传输软件和信息技术服务业；租赁和商务服务业；其他行业,A_S01,表1,,已读原表/定义；仅所列范围
覆盖检查,CV00089,S1,A005,DIM-IND,行业,已覆盖,第一产业；第二产业；第三产业；农林牧渔业；工业；制造业；建筑业；批发和零售业；交通运输仓储和邮政业；住宿和餐饮业；金融业；房地产业；信息传输软件和信息技术服务业；租赁和商务服务业；其他行业,A_S01,表1,,已读原表/定义；仅所列范围
覆盖检查,CV00090,S3,A005,DIM-IND,行业,已覆盖,第一产业；第二产业；第三产业；农林牧渔业；工业；制造业；建筑业；批发和零售业；交通运输仓储和邮政业；住宿和餐饮业；金融业；房地产业；信息传输软件和信息技术服务业；租赁和商务服务业；其他行业,A_S01,表1,,已读原表/定义；仅所列范围
覆盖检查,CV00091,G2,A005,DIM-FIRM,企业类型,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00092,G3,A005,DIM-FIRM,企业类型,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00093,G4,A005,DIM-FIRM,企业类型,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00094,S1,A005,DIM-FIRM,企业类型,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV00095,S3,A005,DIM-FIRM,企业类型,无稳定公开数据,,A_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
